CNPJ_BASICO;CNPJ_ORDEM;CNPJ_DV;IDENTIFICADOR_MATRIZ_FILIAL;NOME_FANTASIA;SITUACAO_CADASTRAL;DATA_SITUACAO_CADASTRAL;MOTIVO_SITUACAO_CADASTRAL;NOME_CIDADE_EXTERIOR;PAIS;DATA_INICIO_ATIVIDADE;CNAE_FISCAL_PRINCIPAL;CNAE_FISCAL_SECUNDARIA;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICIPIO;DDD_1;TELEFONE_1;DDD_2;TELEFONE_2;DDD_FAX;FAX;CORREIO_ELETRONICO;SITUACAO_ESPECIAL;DATA_SITUACAO_ESPECIAL;ENDERECO_COMPLETO;CNAE_PRINCIPAL_FILTRO
"02468879";"0001";"26";"1";"COLONIA DE PESCADORES DE TOCANTINOPOLIS";"02";"19980603";"00";"";"";"19980403";"0312401";"9493600,9499500";"RUA";"DO MATADOURO";"249";"";"BEIRA RIO";"77900000";"TO";"9621";"63";"34714067";"";"";"";"";"MARCONDES0134@HOTMAIL.COM";"";"";"RUA, DO MATADOURO, 249, BEIRA RIO, 77900000, TO, 9621, Brasil";1
"00847732";"0001";"11";"1";"";"02";"20100514";"00";"";"";"19951006";"0322101";"0321301";"RUA";"TRAJANO PROCOPIO";"10";"SALA B";"PARA";"35900035";"MG";"4633";"";"";"";"";"";"";"";"";"";"RUA, TRAJANO PROCOPIO, 10, SALA B, PARA, 35900035, MG, 4633, Brasil";1
"04228918";"0001";"43";"1";"COLONIA DE PESCADORES Z- 9";"02";"20230123";"00";"";"";"20001227";"0311601";"0312401";"AVENIDA";"ANTONIO ALVES DE SOUZA";"S/N";"";"CENTRO";"79785000";"MS";"9169";"067";"4461605";"";"";"067";"4461647";"";"";"";"AVENIDA, ANTONIO ALVES DE SOUZA, S/N, CENTRO, 79785000, MS, 9169, Brasil";1
"02641704";"0001";"79";"1";"PEIXE & CIA";"02";"20051103";"00";"";"";"19980209";"0311601";"0312401,4722902,4930201";"AVENIDA";"EDSON BRANDAO";"19";"";"CUTIM ANIL";"65045380";"MA";"0921";"98";"84602898";"";"";"";"";"REGINALDOMVIEIRA@HOTMAIL.COM";"";"";"AVENIDA, EDSON BRANDAO, 19, CUTIM ANIL, 65045380, MA, 0921, Brasil";1
"02651072";"0001";"24";"1";"";"02";"20040220";"00";"";"";"19980617";"0322101";"4722902,5611203,5611201,4930202";"RODOVIA";"MONTE SIAO A OURO FINO";"S/N";"KM 19 - LADO ESQUERDO";"MOCOCA";"37580000";"MG";"4867";"35";"34657132";"";"";"";"";"CONTABILSAOJOSE@YAHOO.COM.BR";"";"";"RODOVIA, MONTE SIAO A OURO FINO, S/N, KM 19 - LADO ESQUERDO, MOCOCA, 37580000, MG, 4867, Brasil";1
"02740291";"0001";"80";"1";"PESQUEIRO SAO MIGUEL";"02";"20051103";"00";"";"";"19980821";"0312401";"4721104,5611203";"";"BAIRRO LAGOA";"S/N";"";"ZONA RURAL";"37542000";"MG";"4489";"";"";"";"";"";"";"";"";"";"BAIRRO LAGOA, S/N, ZONA RURAL, 37542000, MG, 4489, Brasil";1
"73363327";"0001";"00";"1";"WISKERIA GRUTA AZUL";"02";"20061221";"00";"";"";"19930920";"0322101";"0321301";"RUA";"FERNADO MACHADO";"2805";"D";"SAO CRISTOVAO";"89804460";"SC";"8081";"";"";"";"";"";"";"";"";"";"RUA, FERNADO MACHADO, 2805, D, SAO CRISTOVAO, 89804460, SC, 8081, Brasil";1
"02756510";"0001";"19";"1";"BRYCON FISH";"02";"20051103";"00";"";"";"19980807";"0322101";"0111301,0111302,0111399,0112101,0115600,0116402,0119905,0119999,0151201,0152102,0153902,0154700,0155501,0322107,6810201,6810202";"AREA";"RURAL, RODOVIA MT 485, KM 40, FAZENDA CAPIXABA";"S/N";"      LINHA MOROCO";"AREA RURAL DE SORRISO";"78898899";"MT";"9907";"65";"35495041";"65";"96036381";"65";"35491707";"COFFY@COFFY.COM.BR";"";"";"AREA, RURAL, RODOVIA MT 485, KM 40, FAZENDA CAPIXABA, S/N, LINHA MOROCO, AREA RURAL DE SORRISO, 78898899, MT, 9907, Brasil";1
"35994573";"0001";"62";"1";"LANCHONETE POMERANA";"02";"20051103";"00";"";"";"19900717";"0322101";"0321301";"RUA";"FREDERICO GRULKE";"SN";"";"SEDE";"29645000";"ES";"5725";"";"";"";"";"";"";"";"";"";"RUA, FREDERICO GRULKE, SN, SEDE, 29645000, ES, 5725, Brasil";1
"74071002";"0001";"08";"1";"JANGLI CLUBE";"02";"20051103";"00";"";"";"19940114";"0322101";"0321301";"AVENIDA";"SAO JOSE";"301/11";"TERREO";"CENTRO SEDE";"46670000";"BA";"3673";"";"";"";"";"";"";"";"";"";"AVENIDA, SAO JOSE, 301/11, TERREO, CENTRO SEDE, 46670000, BA, 3673, Brasil";1
"74172370";"0001";"42";"1";"REVESA";"02";"20051103";"00";"";"";"19940203";"0321305";"8211300";"AVENIDA";"SANTOS DUMONT";"1687";"      202";"ALDEOTA";"60150161";"CE";"1389";"85";"32616032";"";"";"";"";"AMBIENTAL@REVESA.COM.BR";"";"";"AVENIDA, SANTOS DUMONT, 1687, 202, ALDEOTA, 60150161, CE, 1389, Brasil";1
"52134632";"0003";"03";"2";"";"02";"20220401";"00";"";"";"19830404";"0322101";"0321301";"RODOVIA";"BR 116 ESTR PALESTINA";"25";"KM 72 E 500 MTS";"CENTRO";"06950000";"SP";"6625";"";"";"";"";"";"";"";"";"";"RODOVIA, BR 116 ESTR PALESTINA, 25, KM 72 E 500 MTS, CENTRO, 06950000, SP, 6625, Brasil";1
"37107620";"0001";"34";"1";"";"02";"20020928";"00";"";"";"19911101";"0322101";"0321301";"";" CNB 13 LOTE 07";"S/N";"LOJA 01";"TAGUATINGA";"72115135";"DF";"9701";"";"";"";"";"";"";"";"";"";"CNB 13 LOTE 07, S/N, LOJA 01, TAGUATINGA, 72115135, DF, 9701, Brasil";1
"07001275";"0001";"99";"1";"COPAM - Z-35";"02";"0";"00";"";"";"20040921";"0311601";"0312401";"RUA";"AMADEU ALBUQUERQUE";"SN";"";"CENTRO";"62140000";"CE";"1461";"88";"36431698";"";"";"";"";"ANAELVIRAVRCONTABIL@HOTMAIL.COM";"";"";"RUA, AMADEU ALBUQUERQUE, SN, CENTRO, 62140000, CE, 1461, Brasil";1
"07166082";"0001";"98";"1";"CASA FLUTUANTE YACUMA";"02";"20250206";"00";"";"";"20041220";"0311601";"0312401";"";"LUIZ ALVES PEREIRA";"326";"";"MONTE LIBANO";"79004090";"MS";"9051";"";"";"";"";"";"";"";"";"";"LUIZ ALVES PEREIRA, 326, MONTE LIBANO, 79004090, MS, 9051, Brasil";1
"41803479";"0001";"81";"1";"BOTECO DA NININHA";"02";"20041016";"00";"";"";"19920206";"0322101";"0321301";"RUA";"DOS EXPEDICIONARIOS";"488";"";"SAO SEBASTIAO";"36240000";"MG";"5213";"";"";"";"";"";"";"";"";"";"RUA, DOS EXPEDICIONARIOS, 488, SAO SEBASTIAO, 36240000, MG, 5213, Brasil";1
"79324018";"0001";"07";"1";"";"02";"20051103";"00";"";"";"19860529";"0311601";"0312401";"";"LOC  ILHA DO MEL";"SN";"";"ILHA DO MEL";"83203540";"PR";"7745";"";"";"";"";"";"";"";"";"";"LOC  ILHA DO MEL, SN, ILHA DO MEL, 83203540, PR, 7745, Brasil";1
"07212823";"0001";"20";"1";"APACB - BOA FE";"02";"20240731";"00";"";"";"20050107";"0311601";"0312401";"AVENIDA";"FERNANDO GUILHOES";"S/N";"";"CENTRO";"68475000";"PA";"0421";"";"";"";"";"";"";"";"";"";"AVENIDA, FERNANDO GUILHOES, S/N, CENTRO, 68475000, PA, 0421, Brasil";1
"43528496";"0001";"83";"1";"";"02";"20051103";"00";"";"";"19800523";"0322101";"0321301";"RUA";"DR JORGE RAMOS";"58";"A";"TATUAPE";"03068030";"SP";"7107";"";"";"";"";"";"";"";"";"";"RUA, DR JORGE RAMOS, 58, A, TATUAPE, 03068030, SP, 7107, Brasil";1
"07290651";"0001";"02";"1";"A.B.F.AGRONEGOCIOS";"02";"20050302";"00";"";"";"20050302";"0322101";"";"RODOVIA";"SP 215";"S/N";"      KM 111,4                  CHACARA THAJ";"RURAL";"13690000";"SP";"6375";"19";"92970300";"";"";"16";"33664056";"ROSEMARYMARINELI@HOTMAIL.COM";"";"";"RODOVIA, SP 215, S/N, KM 111,4                  CHACARA THAJ, RURAL, 13690000, SP, 6375, Brasil";1
"07366172";"0001";"22";"1";"PISCICULTURA IPE";"02";"20241209";"00";"";"";"19950422";"0322101";"0151201,0153902,0161003,0162899,0321301";"RUA";"PRINCIPAL, POVOADO PRATA DOS CAJADOS";"SN";"";"ZONA RURAL";"65180000";"MA";"0797";"98";"91143656";"";"";"";"";"PISCICULTURAIPEAGRO@GMAIL.COM";"";"";"RUA, PRINCIPAL, POVOADO PRATA DOS CAJADOS, SN, ZONA RURAL, 65180000, MA, 0797, Brasil";1
"63065395";"0001";"20";"1";"";"02";"20051103";"00";"";"";"19900525";"0322101";"0321301";"AVENIDA";"NOVA INDEPENDENCIA";"494";"";"BROOKLIN NOVO";"04570000";"SP";"7107";"";"";"";"";"";"";"";"";"";"AVENIDA, NOVA INDEPENDENCIA, 494, BROOKLIN NOVO, 04570000, SP, 7107, Brasil";1
"63333702";"0001";"07";"1";"AGROVAG";"02";"20250530";"00";"";"";"19901107";"0322101";"0321301";"PRACA";"SANTO ANTONIO";"349";"";"CENTRO";"64525000";"PI";"1227";"";"";"";"";"";"";"";"";"";"PRACA, SANTO ANTONIO, 349, CENTRO, 64525000, PI, 1227, Brasil";1
"26288134";"0001";"43";"1";"BAR DO HERMANO";"02";"20001223";"00";"";"";"19891120";"0322101";"0321301";"AVENIDA";"CASTELO BRANCO";"58";"";"CENTRO";"39525000";"MG";"0664";"";"";"";"";"";"";"";"";"";"AVENIDA, CASTELO BRANCO, 58, CENTRO, 39525000, MG, 0664, Brasil";1
"63865794";"0001";"76";"1";"PESCADO DO PARA";"02";"20220811";"00";"";"";"19910904";"0311601";"0312401,0311602,0312402,4634603,4722902,9001906";"ALAMEDA";"LARA";"45";"      PRAIA GRANDE";"VILA MOSQUEIRO";"66910420";"PA";"0427";"91";"88570290";"";"";"";"";"ricocontador@ig.com.br";"";"";"ALAMEDA, LARA, 45, PRAIA GRANDE, VILA MOSQUEIRO, 66910420, PA, 0427, Brasil";1
"84292150";"0001";"06";"1";"";"02";"20190603";"00";"";"";"19660823";"0311601";"0312401";"RUA";"JOAO HERCILIO DA LUZ";"435";"";"NAVEGANTES";"88370025";"SC";"8221";"";"";"";"";"";"";"";"";"";"RUA, JOAO HERCILIO DA LUZ, 435, NAVEGANTES, 88370025, SC, 8221, Brasil";1
"65587339";"0001";"81";"1";"";"02";"20061221";"00";"";"";"19910304";"0322101";"0321301";"RUA";"SANTIAGO TRONCOSO";"131";"";"JARDIM DO LAGO";"16201184";"SP";"6229";"";"";"";"";"";"";"";"";"";"RUA, SANTIAGO TRONCOSO, 131, JARDIM DO LAGO, 16201184, SP, 6229, Brasil";1
"84592757";"0001";"01";"1";"PEIXE CLARAO DA LUA";"02";"20060308";"00";"";"";"19930323";"0322101";"0321301";"RODOVIA";"BR 421";"S/N";"KM 02";"ZONA RURAL";"78931560";"RO";"0007";"0069";"05353898";"";"";"0069";"05353898";"";"";"";"RODOVIA, BR 421, S/N, KM 02, ZONA RURAL, 78931560, RO, 0007, Brasil";1
"65920795";"0001";"00";"1";"";"02";"20041030";"00";"";"";"19910514";"0322101";"0321301";"AVENIDA";"PAVAO";"977";"";"INDIANOPOLIS";"04516012";"SP";"7107";"";"";"";"";"";"";"";"";"";"AVENIDA, PAVAO, 977, INDIANOPOLIS, 04516012, SP, 7107, Brasil";1
"85102937";"0001";"20";"1";"BAR DONA IVONE";"02";"20051103";"00";"";"";"19910715";"0322101";"0321301";"AVENIDA";"JOAO PESSOA";"4751";"";"VIC KING";"89400000";"SC";"8267";"";"";"";"";"";"";"";"";"";"AVENIDA, JOAO PESSOA, 4751, VIC KING, 89400000, SC, 8267, Brasil";1
"29157260";"0001";"57";"1";"";"02";"20021214";"00";"";"";"19760903";"0322101";"0321301";"RUA";"OLIMPIO CANDIDO";"118";"";"MONTE CASTELO";"25810310";"RJ";"5919";"";"";"";"";"";"";"";"";"";"RUA, OLIMPIO CANDIDO, 118, MONTE CASTELO, 25810310, RJ, 5919, Brasil";1
"11062577";"0001";"44";"1";"";"02";"20051103";"00";"";"";"19860626";"0311601";"0312401";"AVENIDA";"PRES CASTELO BRANCO";"599";"";"JACARECANGA";"60191070";"CE";"1389";"";"";"";"";"";"";"";"";"";"AVENIDA, PRES CASTELO BRANCO, 599, JACARECANGA, 60191070, CE, 1389, Brasil";1
"66633520";"0001";"40";"1";"";"02";"20051103";"00";"";"";"19910730";"0322101";"0321301";"RUA";"MANDIBA";"553";"";"SITIO DO MANDAQUI";"02541000";"SP";"7107";"";"";"";"";"";"";"";"";"";"RUA, MANDIBA, 553, SITIO DO MANDAQUI, 02541000, SP, 7107, Brasil";1
"29697406";"0001";"57";"1";"COMPEMA";"02";"20200718";"00";"";"";"19711008";"0311601";"0312401";"PRACA";"JORGE MARTINS";"S/N";"";"CENTRO";"27913130";"RJ";"5847";"22";"27598028";"22";"99015223";"";"";"";"";"";"PRACA, JORGE MARTINS, S/N, CENTRO, 27913130, RJ, 5847, Brasil";1
"29747144";"0001";"98";"1";"";"02";"20100515";"00";"";"";"19771005";"0322101";"0321301";"RUA";"NAVARRO DA COSTA";"279";"";"MARECHAL HERMES";"21610400";"RJ";"6001";"";"";"";"";"";"";"";"";"";"RUA, NAVARRO DA COSTA, 279, MARECHAL HERMES, 21610400, RJ, 6001, Brasil";1
"66776105";"0001";"45";"1";"BAR SAO JORGE";"02";"20051103";"00";"";"";"19910823";"0322101";"0321301";"RUA";"IRACEMA C DE NORONHA";"12 50";"";"VILA MONTE CASTELO";"19470000";"SP";"6927";"";"";"";"";"";"";"";"";"";"RUA, IRACEMA C DE NORONHA, 12 50, VILA MONTE CASTELO, 19470000, SP, 6927, Brasil";1
"67415430";"0001";"45";"1";"";"02";"20220617";"00";"";"";"19920117";"0322101";"0321301";"RUA";"DOLORES DE AQUINO";"45";"";"VL JUNDIAPEBA";"08750790";"SP";"6713";"";"";"";"";"";"";"";"";"";"RUA, DOLORES DE AQUINO, 45, VL JUNDIAPEBA, 08750790, SP, 6713, Brasil";1
"68355072";"0001";"95";"1";"";"02";"20051103";"00";"";"";"19920813";"0322101";"0321301";"RUA";"LUIZ FELIPE DE MELO";"197";"";"JARDIM HIGIENOPOLIS";"17526530";"SP";"6681";"";"";"";"";"";"";"";"";"";"RUA, LUIZ FELIPE DE MELO, 197, JARDIM HIGIENOPOLIS, 17526530, SP, 6681, Brasil";1
"68542000";"0001";"57";"1";"BAR DAS PEDRAS";"02";"20041030";"00";"";"";"19921126";"0322101";"0321301";"RUA";"SANTA CRUZ";"190";"A";"SANTA CRUZ";"37400000";"MG";"4217";"";"";"";"";"";"";"";"";"";"RUA, SANTA CRUZ, 190, A, SANTA CRUZ, 37400000, MG, 4217, Brasil";1
"68990563";"0001";"08";"1";"";"02";"20051103";"00";"";"";"19921026";"0322101";"0321301";"AVENIDA";"FAGUNDES DE OLIVEIRA";"107";"";"PIRAPORINHA";"09950300";"SP";"6377";"";"";"";"";"";"";"";"";"";"AVENIDA, FAGUNDES DE OLIVEIRA, 107, PIRAPORINHA, 09950300, SP, 6377, Brasil";1
"06766026";"0002";"02";"2";"LIDER";"02";"20231121";"00";"";"";"19911227";"0322101";"0151201,0321301";"ESTRADA";"BR 222 KM 30";"SN";"";"Z RURAL";"65480000";"MA";"0719";"99";"36612606";"99";"36612077";"";"";"ROBSONDEJPCARVALHO@GMAIL.COM";"";"";"ESTRADA, BR 222 KM 30, SN, Z RURAL, 65480000, MA, 0719, Brasil";1
"69252864";"0001";"05";"1";"BAR E MERCEARIA TOPAZIO";"02";"20051103";"00";"";"";"19930114";"0322101";"0321301";"RUA";"NASCIMENTO GOMES";"3 06";"";"VILA MARTINS";"19470000";"SP";"6927";"";"";"";"";"";"";"";"";"";"RUA, NASCIMENTO GOMES, 3 06, VILA MARTINS, 19470000, SP, 6927, Brasil";1
"52915816";"0001";"49";"1";"BAR E MERCEARIA BOLDRIN";"02";"20010701";"00";"";"";"19830923";"0322101";"0321301";"RUA";"JOAO VALENTINO JOEL";"120";"";"VILA HORTENCIA";"18020286";"SP";"7145";"";"";"";"";"";"";"";"";"";"RUA, JOAO VALENTINO JOEL, 120, VILA HORTENCIA, 18020286, SP, 7145, Brasil";1
"53193249";"0001";"27";"1";"";"02";"20051103";"00";"";"";"19840127";"0322101";"0321301";"RUA";"SANTA MARIA DO CAMBUCA";"291";"";"SAPOPEMBA";"03268000";"SP";"7107";"";"";"";"";"";"";"";"";"";"RUA, SANTA MARIA DO CAMBUCA, 291, SAPOPEMBA, 03268000, SP, 7107, Brasil";1
"32980856";"0001";"67";"1";"COMERCIAL SOL NASCENTE";"02";"20051103";"00";"";"";"19890605";"0322101";"0321301";"AVENIDA";"PRINCIPAL";"S/N";"";"CENTRO";"78240000";"MT";"9875";"";"";"";"";"";"";"";"";"";"AVENIDA, PRINCIPAL, S/N, CENTRO, 78240000, MT, 9875, Brasil";1
"33523630";"0001";"08";"1";"COOPESCAJU";"02";"20051103";"00";"";"";"19660928";"0311601";"0312401";"RUA";"CARLOS SEIDL";"910";"";"CAJU";"20931002";"RJ";"6001";"";"";"";"";"";"";"";"";"";"RUA, CARLOS SEIDL, 910, CAJU, 20931002, RJ, 6001, Brasil";1
"72406317";"0001";"33";"1";"";"02";"20041030";"00";"";"";"19930701";"0322101";"0321301";"RUA";"RUI BARBOSA";"S/N";"";"CENTRO";"84900000";"PR";"7589";"";"";"";"";"";"";"";"";"";"RUA, RUI BARBOSA, S/N, CENTRO, 84900000, PR, 7589, Brasil";1
"92356625";"0001";"09";"1";"";"02";"20041030";"00";"";"";"19881013";"0311601";"0312401";"RUA";"GENERAL OSORIO";"557";"A";"CENTRO";"96200400";"RS";"8815";"";"";"";"";"";"";"";"";"";"RUA, GENERAL OSORIO, 557, A, CENTRO, 96200400, RS, 8815, Brasil";1
"72931769";"0001";"34";"1";"";"02";"20041030";"00";"";"";"19931018";"0322101";"0321301";"RUA";"LUPICINIO RODRIGUES";"100";"";"VILA ALVINOPOLIS";"09891060";"SP";"7075";"";"";"";"";"";"";"";"";"";"RUA, LUPICINIO RODRIGUES, 100, VILA ALVINOPOLIS, 09891060, SP, 7075, Brasil";1
"07507153";"0001";"79";"1";"COPT";"02";"20050711";"00";"";"";"20050711";"0311601";"0312401";"RUA";"CHICO TETE";"812";"";"NOVA ALDEOTA";"63660000";"CE";"1567";"88";"21340051";"";"";"";"";"COLONIAZ43TAUA@GMAIL.COM";"";"";"RUA, CHICO TETE, 812, NOVA ALDEOTA, 63660000, CE, 1567, Brasil";1
"07891329";"0001";"39";"1";"AQUICULTURA COMERCIO E REPRESENTACAO DE RACOES ANIMAIS";"02";"20191219";"00";"";"";"20060321";"0321301";"4771704,4623109";"FAZENDA";"FAZENDA ANTONIO CONSELHEIRO";"S/N";"GALPAO";"ZONA RURAL";"58378000";"PB";"2045";"83";"99248579";"83";"91548646";"83";"32812720";"jrenatooliveira@bol.com.br";"";"";"FAZENDA, FAZENDA ANTONIO CONSELHEIRO, S/N, GALPAO, ZONA RURAL, 58378000, PB, 2045, Brasil";1
"07933130";"0001";"26";"1";"";"02";"20060405";"00";"";"";"20060405";"0322101";"0321301";"FAZENDA";"REGIS";"S/N";"ZONA RURAL";"ARRIBADA";"15265000";"SP";"2973";"17";"35521034";"17";"97072637";"17";"32753604";"trombim@trombim.com.br";"";"";"FAZENDA, REGIS, S/N, ZONA RURAL, ARRIBADA, 15265000, SP, 2973, Brasil";1
